title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
"The Flower of My Secret",movie,"Comedy, Drama",1995,tt0113083,7,13033,DE
Atonement,movie,"Drama, Mystery, Romance",2007,tt0783233,7.8,305386,"AU, DE, FR"
"Pride & Prejudice",movie,"Drama, Romance",2005,tt0414387,7.8,340331,"AU, DE, FR, US"
"The Kingdom",movie,"Action, Drama, Thriller",2007,tt0431197,7,133605,AU
"Shall We Dance?",movie,"Comedy, Drama, Music",2004,tt0358135,6.2,50227,"AT, CH, DE, FR, GB, IE, IT"
Seabiscuit,movie,"Drama, History, Sport",2003,tt0329575,7.3,77637,US
"Indecent Proposal",movie,"Drama, Romance",1993,tt0107211,6,80114,"AT, CH, DE, FR, GB, IE, IT"
"Manon of the Spring",movie,Drama,1986,tt0091480,8,24388,DE
Diva,movie,"Crime, Music, Thriller",1981,tt0082269,7.1,14518,DE
"Friday the 13th",movie,"Horror, Mystery, Thriller",1980,tt0080761,6.4,163217,"CA, US"
Arrebato,movie,"Drama, Fantasy, Horror",1979,tt0078797,6.8,3555,"CA, GB, US"
"The Executioner",movie,"Comedy, Drama",1963,tt0057643,7.9,7589,"CA, US"
"30 Days of Night",movie,"Action, Horror, Thriller",2007,tt0389722,6.6,192777,US
"Elizabeth: The Golden Age",movie,"Biography, Drama, History",2007,tt0414055,6.8,75926,"DE, US"
Elizabeth,movie,"Biography, Drama, History",1998,tt0127536,7.4,106657,"AU, US"
"Conversations with My Gardener",movie,"Comedy, Drama",2007,tt0825244,7.1,3819,DE
"Hearts of Darkness: A Filmmaker's Apocalypse",movie,Documentary,1991,tt0102015,8.1,23999,DE
"The Meaning of Life",movie,"Comedy, Musical",1983,tt0085959,7.5,126474,AU
"Lady Vengeance",movie,"Crime, Drama, Thriller",2005,tt0451094,7.5,87702,"DE, GB"
"A Tale of Two Sisters",movie,"Drama, Horror, Mystery",2003,tt0365376,7.1,69847,"AU, US"
"The Machinist",movie,"Drama, Thriller",2004,tt0361862,7.6,422512,US
Orpheus,movie,"Drama, Fantasy, Romance",1950,tt0041719,7.9,13701,"DE, GB"
"Michael Clayton",movie,"Crime, Drama, Mystery",2007,tt0465538,7.2,175966,US
"Sense and Sensibility",movie,"Drama, Romance",1995,tt0114388,7.7,128699,AU
Mermaids,movie,"Comedy, Drama, Romance",1990,tt0100140,6.7,37102,"BR, CL, CO, MX"
"The Discreet Charm of the Bourgeoisie",movie,"Comedy, Drama, Fantasy",1972,tt0068361,7.8,47784,DE
"The Sum of All Fears",movie,"Action, Drama, Thriller",2002,tt0164184,6.5,126484,"AT, AU, CA, CH, DE, FR, GB, IE, IT"
"Hot Fuzz",movie,"Action, Comedy, Mystery",2007,tt0425112,7.8,544715,US
"Die goldene Gans",movie,"Family, Fantasy",1964,tt0183126,6.4,322,DE
"A Gorgeous Girl Like Me",movie,"Comedy, Crime, Drama",1972,tt0069442,6.5,2813,DE
"Sympathy for Mr. Vengeance",movie,"Crime, Drama, Thriller",2002,tt0310775,7.5,76536,DE
"Daisy Miller",movie,"Comedy, Drama, Romance",1974,tt0071385,6.2,2088,US
"Gone Baby Gone",movie,"Crime, Drama, Mystery",2007,tt0452623,7.6,298015,"AT, CH, DE, FR, GB, IE, IT, US"
Cul-de-sac,movie,"Comedy, Drama, Thriller",1966,tt0060268,7,14209,US
"Runaway Bride",movie,"Comedy, Romance",1999,tt0163187,5.6,106119,"CA, US"
Charade,movie,"Comedy, Mystery, Romance",1963,tt0056923,7.8,87749,"CA, DE, US"
"Ghost Dog: The Way of the Samurai",movie,"Crime, Drama",1999,tt0165798,7.5,98867,DE
"The Jackal",movie,"Action, Crime, Drama",1997,tt0119395,6.4,126223,US
"The Collector",movie,"Comedy, Drama, Romance",1967,tt0061495,7.3,10094,DE
"And Then There Were None",movie,"Crime, Drama, Mystery",1945,tt0037515,7.4,17149,DE
"Confessions of a Dangerous Mind",movie,"Biography, Comedy, Crime",2002,tt0270288,7,92930,US
"Sorry, Haters",movie,"Drama, Thriller",2005,tt0425600,6.2,1551,US
"The Fourth Protocol",movie,Thriller,1987,tt0093044,6.5,11376,AU
"The Curious Case of Benjamin Button",movie,"Drama, Fantasy, Romance",2008,tt0421715,7.8,708480,"CA, US"
"Hang 'Em High",movie,"Drama, Western",1968,tt0061747,7,44336,BR
"Burn After Reading",movie,"Comedy, Crime, Drama",2008,tt0887883,7,359567,AU
"Une femme à sa fenêtre",movie,Drama,1976,tt0075370,6.1,666,DE
Christine,movie,"Comedy, Drama, Romance",1958,tt0051477,6.3,1271,DE
Mimic,movie,"Horror, Sci-Fi",1997,tt0119675,6,56801,"AT, CH, DE, FR, GB, IE, IT, US"
"Knocked Up",movie,"Comedy, Romance",2007,tt0478311,6.9,388924,AU
Gothika,movie,"Horror, Mystery, Thriller",2003,tt0348836,5.8,120821,US
"Love Is the Devil: Study for a Portrait of Francis Bacon",movie,"Biography, Drama, Romance",1998,tt0119577,6.5,4092,"DE, GB"
"An American Tail",movie,"Adventure, Animation, Comedy",1986,tt0090633,6.9,59099,AU
"American Gangster",movie,"Biography, Crime, Drama",2007,tt0765429,7.8,462297,"AU, US"
"White Lightning",movie,"Action, Crime, Drama",1973,tt0070915,6.4,5986,US
"The Longest Yard",movie,"Comedy, Crime, Drama",1974,tt0071771,7.1,21939,"AT, CH, DE, FR, GB, IE, IT, US"
Fuzz,movie,"Action, Comedy, Crime",1972,tt0068617,5.4,2306,US
"Boogie Nights",movie,Drama,1997,tt0118749,7.9,287071,US
Wonderland,movie,"Crime, Drama, Mystery",2003,tt0335563,6.5,23762,IN
"Ashes and Diamonds",movie,"Drama, Romance, War",1958,tt0052080,7.7,13850,GB
"Bicycle Thieves",movie,Drama,1948,tt0040522,8.3,179037,"DE, GB"
"3:10 to Yuma",movie,"Action, Crime, Drama",2007,tt0381849,7.6,337431,US
"Hercules in New York",movie,"Adventure, Comedy, Fantasy",1970,tt0065832,3.3,19903,"BR, CL, CO, MX"
"Two Moon Junction",movie,"Drama, Romance",1988,tt0096324,5,6656,"BR, CL, CO, MX"
Chaos,movie,"Action, Crime, Drama",2005,tt0402910,6.4,58635,"CA, IT"
"Without You I'm Nothing",movie,"Comedy, Musical",1990,tt0100946,6.4,687,US
"Hum Dil De Chuke Sanam",movie,"Comedy, Drama, Musical",1999,tt0150992,7.4,20118,"IN, US"
"The Hunting Party",movie,"Adventure, Comedy, Drama",2007,tt0455782,6.8,26195,US
Antropophagus,movie,Horror,1980,tt0082479,5.3,7158,"CA, US"
"Lisa and the Devil",movie,"Horror, Mystery",1973,tt0068863,6.2,5563,"CA, US"
"Baron Blood",movie,Horror,1972,tt0069048,5.9,4398,"CA, US"
"A Bay of Blood",movie,"Horror, Mystery, Thriller",1971,tt0067656,6.5,13298,"CA, US"
"George and the Dragon",movie,"Action, Adventure, Comedy",2004,tt0306892,5.6,4429,"DE, US"
"The Ladykillers",movie,"Comedy, Crime",1955,tt0048281,7.6,32262,"DE, GB"
"My Sister's Keeper",movie,Drama,2002,tt0298454,6,483,US
"Finder's Fee",movie,"Drama, Thriller",2001,tt0192023,6.2,3421,US
RoboCop,movie,"Action, Crime, Sci-Fi",1987,tt0093870,7.6,290149,"BR, CL, CO, MX"
"RoboCop 2",movie,"Action, Crime, Sci-Fi",1990,tt0100502,5.8,95068,"BR, CL, CO, MX"
"RoboCop 3",movie,"Action, Crime, Sci-Fi",1993,tt0107978,4.2,55437,"BR, CL, CO, MX"
"The Phantom of Liberty",movie,Comedy,1974,tt0071487,7.8,17485,DE
"Bee Movie",movie,"Adventure, Animation, Comedy",2007,tt0389790,6.1,184102,AU
"A Girl Cut in Two",movie,"Drama, Thriller",2007,tt0901485,6.2,3823,US
"Elvira: Mistress of the Dark",movie,"Comedy, Horror",1988,tt0095088,6.6,21990,US
Control,movie,"Biography, Drama, Music",2007,tt0421082,7.6,69398,DE
"Inn of the Damned",movie,"Crime, Horror, Thriller",1975,tt0071661,4.7,552,"AU, CA, US"
Sledgehammer,movie,"Horror, Thriller",1983,tt0244800,3.8,1093,CA
Baghead,movie,"Comedy, Drama, Horror",2008,tt0923600,6,5672,GB
"That Obscure Object of Desire",movie,"Comedy, Drama, Romance",1977,tt0075824,7.8,25338,"DE, GB"
"The Sentinel",movie,"Action, Crime, Thriller",2006,tt0443632,6.1,52964,DE
"The Mist",movie,"Horror, Sci-Fi, Thriller",2007,tt0884328,7.1,350048,"BR, CA, CL, CO, MX"
"A Bridge Too Far",movie,"Drama, History, War",1977,tt0075784,7.4,63046,"BR, CL, CO, MX"
"Le Mans",movie,"Action, Adventure, Drama",1971,tt0067334,6.7,12186,"AT, CH, DE, FR, GB, IE, IT"
"John Rabe",movie,"Biography, Drama, History",2009,tt1124377,7.2,6798,"AT, CH, DE"
"Fanny and Alexander",movie,Drama,1982,tt0083922,8.1,68293,GB
"Along Came Polly",movie,"Comedy, Romance",2004,tt0343135,6,145749,AU
"The Woman in Red",movie,"Comedy, Romance",1984,tt0088414,5.9,17831,"CL, CO, MX"
"The Family Man",movie,"Comedy, Drama, Fantasy",2000,tt0218967,6.8,121530,"CA, US"
"Romeo and Juliet",movie,"Drama, Romance",1968,tt0063518,7.6,35311,"AT, CH, DE, FR, GB, IE, IT"
"Charley's Aunt",movie,Comedy,1963,tt0056924,5.1,314,DE
"The Mirror Crack'd",movie,"Crime, Mystery, Thriller",1980,tt0081163,6.2,9970,"AU, DE, US"
"The Mexican",movie,"Adventure, Comedy, Drama",2001,tt0236493,6.1,117257,"CA, US"
"Carlito's Way",movie,"Crime, Drama, Thriller",1993,tt0106519,7.9,236322,US
"Revenge of the Pink Panther",movie,"Comedy, Crime, Mystery",1978,tt0078163,6.6,23705,"CL, CO, MX"
Salvador,movie,"Drama, History, Thriller",1986,tt0091886,7.4,23626,"BR, CL, CO, MX, US"
"Bram Stoker's Dracula",movie,"Fantasy, Horror, Romance",1992,tt0103874,7.4,247031,US
Liebestod,movie,Thriller,2000,tt0253213,7.2,56,DE
Mousehunt,movie,Comedy,1997,tt0119715,6.5,61568,"AT, CH, DE, FR, GB, IE, IT"
"Brotherhood of the Wolf",movie,"Action, Adventure, Drama",2001,tt0237534,7,72954,"CA, US"
"Who Finds a Friend Finds a Treasure",movie,"Action, Adventure, Comedy",1981,tt0085327,7.1,13132,DE
"Nosferatu the Vampyre",movie,"Drama, Horror",1979,tt0079641,7.4,42331,"CA, DE, GB"
"The Jerk",movie,Comedy,1979,tt0079367,7.1,65400,AU
"Navajo Joe",movie,"Drama, Western",1966,tt0061587,6.3,4697,US
"I Am Legend",movie,"Action, Drama, Horror",2007,tt0480249,7.2,833309,CA
Nightwatch,movie,Thriller,1994,tt0110631,7.2,19047,"AU, CA, US"
"Talk to Me",movie,"Biography, Drama, History",2007,tt0796368,7.3,10340,US
"The Orphanage",movie,"Drama, Horror, Mystery",2007,tt0464141,7.4,165826,FR
"Charlie Wilson's War",movie,"Biography, Comedy, Drama",2007,tt0472062,7,126389,AU
Schtonk,movie,"Comedy, Crime",1992,tt0105328,7.2,4092,DE
Sabrina,movie,"Comedy, Drama, Romance",1954,tt0047437,7.6,71784,"AT, CH, DE, FR, GB, IE, IT, US"
"The Peacemaker",movie,"Action, Drama, Thriller",1997,tt0119874,6,64020,"AT, CH, DE, FR, GB, IE, IT, US"
"National Treasure: Book of Secrets",movie,"Action, Adventure, Mystery",2007,tt0465234,6.5,257822,US
"The Ten Commandments",movie,"Adventure, Drama, Family",1956,tt0049833,7.9,79157,"AT, CH, DE, FR, GB, IE, IT"
"Failure to Launch",movie,"Comedy, Romance",2006,tt0427229,5.7,89164,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"The Woods",movie,"Horror, Mystery",2006,tt0380066,5.6,12875,BR
"The 40-Year-Old Virgin",movie,"Comedy, Romance",2005,tt0405422,7.1,477032,AU
"The Wedding Date",movie,"Comedy, Romance",2005,tt0372532,6.1,57056,US
"The Wilby Conspiracy",movie,"Action, Adventure, Drama",1975,tt0073901,6.4,2338,US
"Wild Chicks",movie,"Adventure, Family",2005,tt0466195,5.9,958,"AT, CH, DE"
"Vampire's Kiss",movie,"Comedy, Crime, Fantasy",1988,tt0098577,6.1,22338,"BR, CL, CO, MX"
"Van Helsing",movie,"Action, Adventure, Fantasy",2004,tt0338526,6.1,292170,AU
Cloverfield,movie,"Action, Horror, Sci-Fi",2008,tt1060277,7,427834,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"Coach Carter",movie,"Biography, Drama, Sport",2005,tt0393162,7.3,175966,"AT, CA, CH, DE, FR, GB, IE, IT, US"
Zombie,movie,Horror,1979,tt0080057,6.8,31511,"CA, US"
Rebound,movie,"Comedy, Family, Sport",2005,tt0376108,5.2,13762,US
"Lonesome Jim",movie,"Comedy, Drama",2005,tt0385056,6.5,8124,US
Juno,movie,"Comedy, Drama",2007,tt0467406,7.4,556247,"BR, CL, CO, IN, MX"
Carrie,movie,"Horror, Mystery",1976,tt0074285,7.4,214152,US
Carrie,movie,"Drama, Horror, Sci-Fi",2002,tt0319970,5.4,11796,"BR, CL, CO, MX"
"There Will Be Blood",movie,Drama,2007,tt0469494,8.2,654587,"AT, CA, CH, DE, FR, GB, IE, IT, US"
Sahara,movie,"Action, Adventure, Comedy",2005,tt0318649,6.1,105239,US
"Chicken Run",movie,"Adventure, Animation, Comedy",2000,tt0120630,7.1,215573,AU
Brothers,movie,"Drama, Thriller, War",2009,tt0765010,7.1,154351,"BR, CL, CO, IN, MX"
"Tropic Thunder",movie,"Action, Comedy, War",2008,tt0942385,7.1,457925,AU
"Titan A.E.",movie,"Action, Adventure, Animation",2000,tt0120913,6.6,64664,US
"Man spricht deutsh",movie,Comedy,1988,tt0095579,6.6,1205,DE
"Vantage Point",movie,"Action, Crime, Drama",2008,tt0443274,6.6,155016,US
Shooter,movie,"Action, Drama, Thriller",2007,tt0822854,7.1,361818,"AT, CH, DE, FR, GB, IE, IT, US"
Sonatine,movie,"Action, Comedy, Crime",1993,tt0108188,7.5,23832,GB
"The Harder They Come",movie,"Crime, Drama, Music",1972,tt0070155,6.9,7183,US
"Smokin' Aces",movie,"Action, Comedy, Crime",2006,tt0475394,6.6,153727,AU
"Over the Hedge",movie,"Adventure, Animation, Comedy",2006,tt0327084,6.7,193225,AU
Waiting...,movie,Comedy,2005,tt0348333,6.7,108196,US
Rambo,movie,"Action, Adventure, Thriller",2008,tt0462499,7,247928,"CA, IN, IT"
"Down in the Valley",movie,"Drama, Romance, Thriller",2005,tt0398027,6.4,19114,US
"Black Snake Moan",movie,"Drama, Music",2006,tt0462200,6.9,67202,"AT, CH, DE, FR, GB, IE, IT, US"
"Before the Devil Knows You're Dead",movie,"Crime, Drama, Thriller",2007,tt0292963,7.3,113767,"GB, US"
"The Kite Runner",movie,Drama,2007,tt0419887,7.6,83100,US
Penelope,movie,"Comedy, Fantasy, Romance",2006,tt0472160,6.7,67237,"AR, BO, BR, CL, CO, CR, DO, EC, GT, HN, MX, NI, PA, PE, PY, SV, VE"
Highlander,movie,"Action, Adventure, Fantasy",1986,tt0091203,7,150436,GB
"Highlander II: The Quickening",movie,"Action, Adventure, Fantasy",1991,tt0102034,4.2,48653,US
"Get Shorty",movie,"Comedy, Crime, Thriller",1995,tt0113161,6.9,90848,US
"Germany Year Zero",movie,Drama,1948,tt0039417,7.8,14132,GB
"Hard Eight",movie,"Crime, Drama",1996,tt0119256,7.1,55836,US
"The Reader",movie,"Drama, Mystery, Romance",2008,tt0976051,7.6,264253,US
Barbarella,movie,"Action, Adventure, Fantasy",1968,tt0062711,5.9,38616,US
Alphaville,movie,"Drama, Mystery, Sci-Fi",1965,tt0058898,7,28403,"DE, GB"
"Band of Outsiders",movie,"Comedy, Crime, Drama",1964,tt0057869,7.6,27543,GB
"Suspect Zero",movie,"Crime, Horror, Mystery",2004,tt0324127,5.8,21654,US
"You Kill Me",movie,"Comedy, Crime, Romance",2007,tt0796375,6.4,19096,US
"Napoleon Dynamite",movie,Comedy,2004,tt0374900,7,242963,US
"Æon Flux",movie,"Action, Adventure, Sci-Fi",2005,tt0402022,5.4,133999,US
"The Spiderwick Chronicles",movie,"Action, Adventure, Drama",2008,tt0416236,6.5,104452,"AT, CA, CH, DE, FR, GB, IE, IT"
"Dark Habits",movie,"Comedy, Drama",1983,tt0085496,6.5,8599,DE
"What Have I Done to Deserve This?",movie,"Comedy, Drama",1984,tt0088461,7.1,11416,DE
"High Heels",movie,"Comedy, Drama, Romance",1991,tt0103030,7,17798,DE
Kika,movie,Comedy,1993,tt0107315,6.5,15294,"DE, GB"
Jumper,movie,"Action, Adventure, Sci-Fi",2008,tt0489099,6.1,327707,"AT, CH, DE"
Disturbia,movie,"Crime, Drama, Mystery",2007,tt0486822,6.8,262042,"AT, CH, DE, FR, GB, IE, IT, US"
"American Wedding",movie,Comedy,2003,tt0328828,6.3,220289,AU
"Summer Hours",movie,"Drama, Family",2008,tt0836700,7.1,8300,US
"Gorky Park",movie,"Crime, Drama, Mystery",1983,tt0085615,6.7,16620,"BR, CL, CO, DE, MX"
"Don't Look Now... We're Being Shot At!",movie,"Adventure, Comedy, War",1966,tt0060474,7.9,20765,GB
"Four Brothers",movie,"Action, Crime, Drama",2005,tt0430105,6.8,161718,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"The Countess",movie,"Biography, Drama, History",2009,tt0496634,6.2,8749,US
"Step Up 2: The Streets",movie,"Drama, Music, Romance",2008,tt1023481,6.2,92008,AU
REC,movie,"Horror, Mystery, Thriller",2007,tt1038988,7.4,202731,FR
"They Live",movie,"Action, Horror, Sci-Fi",1988,tt0096256,7.2,150740,GB
Blindness,movie,"Drama, Mystery, Thriller",2008,tt0861689,6.5,75764,DE
"No Man's Land",movie,"Comedy, Drama, War",2001,tt0283509,7.9,49284,US
"My Big Fat Greek Wedding",movie,"Comedy, Drama, Romance",2002,tt0259446,6.6,146754,US
"Cast Away",movie,"Adventure, Drama, Romance",2000,tt0162222,7.8,651680,"AT, CH, DE, FR, GB, IE, IT"
"Transformers: Revenge of the Fallen",movie,"Action, Adventure, Sci-Fi",2009,tt1055369,6,434840,"AR, AT, AU, BO, BR, CA, CH, CL, CO, CR, DE, DO, EC, FR, GB, GT, HN, IE, IT, MX, NI, PA, PE, PY, SV, US, VE"
"The Boondock Saints",movie,"Action, Crime, Thriller",1999,tt0144117,7.6,253719,"CA, US"
"Today You Die",movie,"Action, Crime, Thriller",2005,tt0431114,4.1,4801,"AR, BR, CL, CO, MX"
"The Hitcher",movie,"Crime, Thriller",2007,tt0455960,5.6,46191,US
"Day of the Dead",movie,"Horror, Thriller",1985,tt0088993,7.1,76086,"AU, CA, US"
"Event Horizon",movie,"Horror, Sci-Fi, Thriller",1997,tt0119081,6.6,201986,"AT, CH, DE, FR, GB, IE, IT, US"
"The Clockmaker",movie,"Crime, Drama",1974,tt0071622,7.1,2906,DE
"I Spy",movie,"Action, Adventure, Comedy",2002,tt0297181,5.4,53995,US
Paisan,movie,"Drama, War",1946,tt0038823,7.6,9818,GB
"Never Back Down",movie,"Action, Drama, Sport",2008,tt1023111,6.5,107756,"BR, CL, CO, MX"
"Drillbit Taylor",movie,"Action, Comedy, Crime",2008,tt0817538,5.7,62893,"AT, CH, DE, FR, GB, IE, IT"
"National Lampoon's Animal House",movie,Comedy,1978,tt0077975,7.4,131438,AU
"John Q",movie,"Crime, Drama, Thriller",2002,tt0251160,7.1,145950,US
Hitch,movie,"Comedy, Romance",2005,tt0386588,6.6,339059,US
Ali,movie,"Biography, Drama, Sport",2001,tt0248667,6.7,106996,"BR, CL, CO, IN, MX"
"Weekend at Bernie's",movie,"Adventure, Comedy, Crime",1989,tt0098627,6.4,64537,US
"Little Voice",movie,"Comedy, Drama, Music",1998,tt0147004,7,17328,"GB, IE"
"The Exorcism of Emily Rose",movie,"Drama, Horror, Thriller",2005,tt0404032,6.7,142702,US
"K-19: The Widowmaker",movie,"Drama, History, Thriller",2002,tt0267626,6.7,68574,CA
"My Best Fiend",movie,"Biography, Documentary",1999,tt0200849,7.8,12442,DE
"Snake Eyes",movie,"Crime, Mystery, Thriller",1998,tt0120832,6.1,88282,US
"Cannibal Ferox",movie,"Adventure, Horror",1981,tt0082700,5.1,11058,US
"Sam Whiskey",movie,"Comedy, Western",1969,tt0064923,5.9,1814,US
"Anchorman: The Legend of Ron Burgundy",movie,Comedy,2004,tt0357413,7.1,384741,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"Three Wishes for Cinderella",movie,"Adventure, Drama, Family",1973,tt0070832,7.6,11883,DE
"The Vanishing",movie,"Mystery, Thriller",1988,tt0096163,7.7,47741,"DE, GB"
"Albino Alligator",movie,"Crime, Drama, Thriller",1996,tt0115495,6.1,8686,US
"Top Secret!",movie,"Comedy, Crime, Music",1984,tt0088286,7.2,74852,"AT, CH, DE, FR, GB, IE, IT, US"
"Hellraiser: Bloodline",movie,"Horror, Sci-Fi",1996,tt0116514,5.1,25273,"CA, US"
"Freiwild - Ein Würzburg-Krimi",movie,Crime,2008,tt1207664,6.7,94,DE
"Mad Max 2: The Road Warrior",movie,"Action, Adventure, Sci-Fi",1981,tt0082694,7.6,204321,US
Doom,movie,"Action, Horror, Sci-Fi",2005,tt0419706,5.2,120269,AU
"99 Francs",movie,"Comedy, Drama",2007,tt0875113,7.1,20997,FR
"Double Trouble",movie,"Action, Comedy",1984,tt0087481,7.1,11787,DE
Casper,movie,"Comedy, Family, Fantasy",1995,tt0112642,6.2,150731,AU
Jumanji,movie,"Adventure, Comedy, Family",1995,tt0113497,7.1,386735,"CA, US"
"The Bank Job",movie,"Crime, Drama, Thriller",2008,tt0200465,7.2,191281,IN
Alfie,movie,"Comedy, Drama, Romance",2004,tt0375173,6.2,55363,"AT, CH, DE, FR, GB, IE, IT, US"
"The Karate Kid Part II",movie,"Action, Family, Sport",1986,tt0091326,6.1,101448,US
"How the Grinch Stole Christmas",movie,"Comedy, Family, Fantasy",2000,tt0170016,6.3,296763,AU
"Wayne's World 2",movie,"Comedy, Music",1993,tt0108525,6.2,89261,"AT, AU, CH, DE, FR, GB, IE, IT"
"Che: Part One",movie,"Biography, Drama, History",2008,tt0892255,7.1,48398,US
Gomorrah,movie,"Crime, Drama",2008,tt0929425,7,51740,DE
"Flame & Citron",movie,"Action, Drama, History",2008,tt0920458,7.2,20224,US
"A Year Ago in Winter",movie,Drama,2008,tt0452580,7.1,1659,US
Wanted,movie,"Action, Crime, Thriller",2008,tt0493464,6.7,414769,AU
"Pet Sematary",movie,"Fantasy, Horror, Thriller",1989,tt0098084,6.5,117924,"AU, CA, GB, IE, US"
Antz,movie,"Adventure, Animation, Comedy",1998,tt0120587,6.5,165788,AU
"Johnny Mad Dog",movie,"Drama, War",2008,tt1042424,6.7,3568,US
"Bad Boys II",movie,"Action, Comedy, Crime",2003,tt0172156,6.6,276751,CA
Twilight,movie,"Drama, Fantasy, Romance",2008,tt1099212,5.3,496349,"BR, CL, CO, MX"
"The Out-of-Towners",movie,Comedy,1999,tt0129280,5.5,15200,"AT, CH, DE, FR, GB, IE, IT"
"Lord of Illusions",movie,"Horror, Mystery, Thriller",1995,tt0113690,6,19739,US
"Assault on Precinct 13",movie,"Action, Crime, Drama",2005,tt0398712,6.3,82608,US
Stop-Loss,movie,"Drama, War",2008,tt0489281,6.4,21022,"CA, US"
Undead,movie,"Action, Comedy, Fantasy",2003,tt0339840,5.3,14923,"AU, CA, US"
Hellraiser,movie,"Horror, Thriller",1987,tt0093177,6.9,144937,"AU, US"
"Just Like Heaven",movie,"Comedy, Drama, Fantasy",2005,tt0425123,6.7,118794,"AT, CH, DE, FR, GB, IE, IT, US"
Silentium,movie,"Crime, Thriller",2004,tt0386038,7.5,3553,"AT, CH, DE"
"The Prophecy 3: The Ascent",movie,"Fantasy, Horror, Thriller",2000,tt0183678,5.4,5909,US
"Jackass: The Movie",movie,"Action, Comedy, Documentary",2002,tt0322802,6.6,103377,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"What Happens in Vegas",movie,"Comedy, Romance",2008,tt1033643,6.1,190072,DE
"The Eye",movie,"Horror, Mystery",2008,tt0406759,5.4,57158,IN
"The Prophecy II",movie,"Fantasy, Horror, Thriller",1998,tt0118643,5.7,8349,US
Slither,movie,"Comedy, Horror, Sci-Fi",2006,tt0439815,6.5,90606,CA
"Grease 2",movie,"Comedy, Music, Musical",1982,tt0084021,4.6,39226,"AT, CA, CH, DE, FR, GB, IE, IT, US"
"The Heartbreak Kid",movie,"Comedy, Romance",2007,tt0408839,5.8,97402,"AT, CH, DE, FR, GB, IE, IT"
Serpico,movie,"Biography, Crime, Drama",1973,tt0070666,7.7,138095,DE
"The Cave",movie,"Adventure, Horror, Sci-Fi",2005,tt0402901,5.1,42240,US
"DOA: Dead or Alive",movie,"Action, Adventure, Mystery",2006,tt0398913,4.8,46733,AU
"Tales from the Crypt: Demon Knight",movie,"Action, Fantasy, Horror",1995,tt0114608,6.7,26917,US
"Love Story",movie,"Drama, Romance",1970,tt0066011,6.9,38093,"AT, CH, DE, FR, GB, IE, IT, US"
"Hellbound: Hellraiser II",movie,"Horror, Thriller",1988,tt0095294,6.4,57581,"AU, CA, US"
"The Brady Bunch Movie",movie,Comedy,1995,tt0112572,6.2,24931,"AU, US"
"Tank Girl",movie,"Action, Comedy, Sci-Fi",1995,tt0114614,5.4,35673,"BR, CL, CO, MX"
"Harlem Nights",movie,"Comedy, Crime, Drama",1989,tt0097481,6.1,25428,US
"Home for the Holidays",movie,"Comedy, Drama, Romance",1995,tt0113321,6.6,14747,US
"To Wong Foo, Thanks for Everything! Julie Newmar",movie,"Comedy, Drama",1995,tt0114682,6.8,38003,US
"The Craft",movie,"Drama, Fantasy, Horror",1996,tt0115963,6.4,112227,US
"Die dunkle Seite",movie,Thriller,2008,tt1110627,6.1,91,DE
"Blue Crush",movie,"Drama, Romance, Sport",2002,tt0300532,5.7,33421,"AU, US"
"Monty Python's and Now for Something Completely Different",movie,Comedy,1971,tt0066765,7.5,31792,AU
"The Faculty",movie,"Horror, Mystery, Sci-Fi",1998,tt0133751,6.6,138801,US
Witness,movie,"Drama, Romance, Thriller",1985,tt0090329,7.4,107090,"AT, CH, DE, FR, GB, IE, IT"
"Road Trip",movie,Comedy,2000,tt0215129,6.5,180944,"AT, CH, FR, GB, IE, IT, US"
"Crocodile Dundee in Los Angeles",movie,"Action, Adventure, Comedy",2001,tt0231402,4.8,26553,US
"The Longest Yard",movie,"Comedy, Crime, Sport",2005,tt0398165,6.4,199488,"CA, GB, IE"
Orlando,movie,"Biography, Drama, Fantasy",1992,tt0107756,7.1,19234,DE
Bound,movie,"Crime, Thriller",1996,tt0115736,7.3,62593,"IN, US"
"High School High",movie,"Comedy, Crime, Romance",1996,tt0116531,5.6,14416,US
"American Dreamz",movie,"Comedy, Music",2006,tt0465142,5.5,25340,AU
"The Man in the Iron Mask",movie,"Action, Adventure, Drama",1998,tt0120744,6.5,181563,BR
1984,movie,"Drama, Sci-Fi",1984,tt0087803,7.1,81892,"BR, CL, CO, MX"
"Clear and Present Danger",movie,"Action, Crime, Drama",1994,tt0109444,6.9,110303,"AT, CA, CH, DE, FR, GB, IE, IT"
"Last Man Standing",movie,"Action, Crime, Drama",1996,tt0116830,6.4,61737,US
"The Scorpion King",movie,"Action, Adventure, Fantasy",2002,tt0277296,5.5,147321,AU
"Transporter 2",movie,"Action, Crime, Thriller",2005,tt0388482,6.3,218463,US
Click,movie,"Comedy, Drama, Fantasy",2006,tt0389860,6.4,364407,US
"The Core",movie,"Action, Adventure, Sci-Fi",2003,tt0298814,5.5,108877,US
Fitzcarraldo,movie,"Adventure, Drama",1982,tt0083946,8,39658,"DE, GB"
